State,County,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
Maine,Androscoggin,7225,Restaurants and Other Eating Places,199,91.5,8.5,182
Maine,Aroostook,7225,Restaurants and Other Eating Places,127,88.2,11.8,112
Maine,Cumberland,7225,Restaurants and Other Eating Places,850,93.3,6.7,793
Maine,Franklin,7225,Restaurants and Other Eating Places,78,91,9,71
Maine,Hancock,7225,Restaurants and Other Eating Places,202,89.6,10.4,181
Maine,Kennebec,7225,Restaurants and Other Eating Places,230,92.6,7.4,213
Maine,Knox,7225,Restaurants and Other Eating Places,128,92.2,7.8,118
Maine,Lincoln,7225,Restaurants and Other Eating Places,107,94.4,5.6,101
Maine,Oxford,7225,Restaurants and Other Eating Places,108,86.1,13.9,93
Maine,Penobscot,7225,Restaurants and Other Eating Places,259,92.3,7.7,239
Maine,Piscataquis,7225,Restaurants and Other Eating Places,D,D,D,35
Maine,Sagadahoc,7225,Restaurants and Other Eating Places,71,91.5,8.5,65
Maine,Somerset,7225,Restaurants and Other Eating Places,80,82.5,17.5,66
Maine,Waldo,7225,Restaurants and Other Eating Places,69,89.9,10.1,62
Maine,Washington,7225,Restaurants and Other Eating Places,65,81.5,18.5,53
Maine,York,7225,Restaurants and Other Eating Places,550,90.7,9.3,499
Maryland,Allegany,7225,Restaurants and Other Eating Places,133,92.5,7.5,123
Maryland,Anne Arundel,7225,Restaurants and Other Eating Places,"1,142",89.1,10.9,"1,018"
Maryland,Baltimore,7225,Restaurants and Other Eating Places,"1,538",86.9,13.1,"1,337"
Maryland,Calvert,7225,Restaurants and Other Eating Places,139,89.9,10.1,125
Maryland,Caroline,7225,Restaurants and Other Eating Places,35,80,20,28
Maryland,Carroll,7225,Restaurants and Other Eating Places,283,91.5,8.5,259
Maryland,Cecil,7225,Restaurants and Other Eating Places,144,88.9,11.1,128
Maryland,Charles,7225,Restaurants and Other Eating Places,240,86.7,13.3,208
Maryland,Dorchester,7225,Restaurants and Other Eating Places,53,81.1,18.9,43
Maryland,Frederick,7225,Restaurants and Other Eating Places,442,90,10,398
Maryland,Garrett,7225,Restaurants and Other Eating Places,65,90.8,9.2,59
Maryland,Harford,7225,Restaurants and Other Eating Places,383,89,11,341
Maryland,Howard,7225,Restaurants and Other Eating Places,602,83.6,16.4,503
Maryland,Kent,7225,Restaurants and Other Eating Places,48,91.7,8.3,44
Maryland,Montgomery,7225,Restaurants and Other Eating Places,"2,042",81.1,18.9,"1,657"
Maryland,Prince George's,7225,Restaurants and Other Eating Places,"1,419",82.9,17.1,"1,176"
Maryland,Queen Anne's,7225,Restaurants and Other Eating Places,80,92.5,7.5,74
Maryland,St. Mary's,7225,Restaurants and Other Eating Places,168,91.1,8.9,153
Maryland,Somerset,7225,Restaurants and Other Eating Places,D,D,D,17
Maryland,Talbot,7225,Restaurants and Other Eating Places,113,89.4,10.6,101
Maryland,Washington,7225,Restaurants and Other Eating Places,268,88.8,11.2,238
Maryland,Wicomico,7225,Restaurants and Other Eating Places,189,86.2,13.8,163
Maryland,Worcester,7225,Restaurants and Other Eating Places,329,92.1,7.9,303
Maryland,Baltimore city,7225,Restaurants and Other Eating Places,"1,371",85.5,14.5,"1,172"
Massachusetts,Barnstable,7225,Restaurants and Other Eating Places,858,93.6,6.4,803
Massachusetts,Berkshire,7225,Restaurants and Other Eating Places,393,93.6,6.4,368
Massachusetts,Bristol,7225,Restaurants and Other Eating Places,"1,126",92.6,7.4,"1,043"
Massachusetts,Dukes,7225,Restaurants and Other Eating Places,111,87.4,12.6,97
Massachusetts,Essex,7225,Restaurants and Other Eating Places,"1,705",88.2,11.8,"1,504"
Massachusetts,Franklin,7225,Restaurants and Other Eating Places,135,88.9,11.1,120
Massachusetts,Hampden,7225,Restaurants and Other Eating Places,835,86.7,13.3,724
Massachusetts,Hampshire,7225,Restaurants and Other Eating Places,347,93.7,6.3,325
Massachusetts,Middlesex,7225,Restaurants and Other Eating Places,"3,532",90.8,9.2,"3,208"
Massachusetts,Nantucket,7225,Restaurants and Other Eating Places,D,D,D,78
Massachusetts,Norfolk,7225,Restaurants and Other Eating Places,"1,505",89.7,10.3,"1,350"
Massachusetts,Plymouth,7225,Restaurants and Other Eating Places,"1,009",93.1,6.9,939
Massachusetts,Suffolk,7225,Restaurants and Other Eating Places,"2,237",91.2,8.8,"2,041"
Massachusetts,Worcester,7225,Restaurants and Other Eating Places,"1,585",89.5,10.5,"1,418"
Michigan,Alcona,7225,Restaurants and Other Eating Places,23,73.9,26.1,17
Michigan,Alger,7225,Restaurants and Other Eating Places,D,D,D,26
Michigan,Allegan,7225,Restaurants and Other Eating Places,180,87.8,12.2,158
Michigan,Alpena,7225,Restaurants and Other Eating Places,55,89.1,10.9,49
Michigan,Antrim,7225,Restaurants and Other Eating Places,47,89.4,10.6,42
Michigan,Arenac,7225,Restaurants and Other Eating Places,31,87.1,12.9,27
Michigan,Barry,7225,Restaurants and Other Eating Places,73,80.8,19.2,59
Michigan,Bay,7225,Restaurants and Other Eating Places,186,88.7,11.3,165
Michigan,Benzie,7225,Restaurants and Other Eating Places,D,D,D,37
Michigan,Berrien,7225,Restaurants and Other Eating Places,301,92.4,7.6,278
Michigan,Branch,7225,Restaurants and Other Eating Places,66,84.8,15.2,56
Michigan,Calhoun,7225,Restaurants and Other Eating Places,221,87.3,12.7,193
Michigan,Cass,7225,Restaurants and Other Eating Places,51,88.2,11.8,45
Michigan,Charlevoix,7225,Restaurants and Other Eating Places,66,93.9,6.1,62
Michigan,Cheboygan,7225,Restaurants and Other Eating Places,64,93.8,6.3,60
Michigan,Chippewa,7225,Restaurants and Other Eating Places,70,94.3,5.7,66
Michigan,Clare,7225,Restaurants and Other Eating Places,54,85.2,14.8,46
Michigan,Clinton,7225,Restaurants and Other Eating Places,99,84.8,15.2,84
Michigan,Crawford,7225,Restaurants and Other Eating Places,D,D,D,22
Michigan,Delta,7225,Restaurants and Other Eating Places,D,D,D,62
Michigan,Dickinson,7225,Restaurants and Other Eating Places,D,D,D,47
Michigan,Eaton,7225,Restaurants and Other Eating Places,179,92.2,7.8,165
Michigan,Emmet,7225,Restaurants and Other Eating Places,105,95.2,4.8,100
Michigan,Genesee,7225,Restaurants and Other Eating Places,693,85.1,14.9,590
Michigan,Gladwin,7225,Restaurants and Other Eating Places,D,D,D,31
Michigan,Gogebic,7225,Restaurants and Other Eating Places,40,87.5,12.5,35
Michigan,Grand Traverse,7225,Restaurants and Other Eating Places,209,90.9,9.1,190
Michigan,Gratiot,7225,Restaurants and Other Eating Places,48,85.4,14.6,41
Michigan,Hillsdale,7225,Restaurants and Other Eating Places,54,94.4,5.6,51
Michigan,Houghton,7225,Restaurants and Other Eating Places,77,85.7,14.3,66
Michigan,Huron,7225,Restaurants and Other Eating Places,87,86.2,13.8,75
Michigan,Ingham,7225,Restaurants and Other Eating Places,580,90.9,9.1,527
Michigan,Ionia,7225,Restaurants and Other Eating Places,72,95.8,4.2,69
Michigan,Iosco,7225,Restaurants and Other Eating Places,70,82.9,17.1,58
Michigan,Isabella,7225,Restaurants and Other Eating Places,D,D,D,91
Michigan,Jackson,7225,Restaurants and Other Eating Places,235,90.2,9.8,212
Michigan,Kalamazoo,7225,Restaurants and Other Eating Places,505,93.1,6.9,470
Michigan,Kent,7225,Restaurants and Other Eating Places,"1,121",90.3,9.7,"1,012"
Michigan,Lake,7225,Restaurants and Other Eating Places,D,D,D,16
Michigan,Lapeer,7225,Restaurants and Other Eating Places,107,86,14,92
Michigan,Leelanau,7225,Restaurants and Other Eating Places,65,87.7,12.3,57
Michigan,Lenawee,7225,Restaurants and Other Eating Places,154,87,13,134
Michigan,Livingston,7225,Restaurants and Other Eating Places,272,93.8,6.3,255
Michigan,Luce,7225,Restaurants and Other Eating Places,16,75,25,12
Michigan,Mackinac,7225,Restaurants and Other Eating Places,58,91.4,8.6,53
Michigan,Macomb,7225,Restaurants and Other Eating Places,"1,591",84,16,"1,336"
Michigan,Manistee,7225,Restaurants and Other Eating Places,44,86.4,13.6,38
Michigan,Marquette,7225,Restaurants and Other Eating Places,110,96.4,3.6,106
Michigan,Mason,7225,Restaurants and Other Eating Places,61,90.2,9.8,55
Michigan,Mecosta,7225,Restaurants and Other Eating Places,D,D,D,56
Michigan,Menominee,7225,Restaurants and Other Eating Places,38,86.8,13.2,33
Michigan,Midland,7225,Restaurants and Other Eating Places,127,94.5,5.5,120
Michigan,Missaukee,7225,Restaurants and Other Eating Places,26,65.4,34.6,17
Michigan,Monroe,7225,Restaurants and Other Eating Places,207,91.8,8.2,190
Michigan,Montcalm,7225,Restaurants and Other Eating Places,71,88.7,11.3,63
Michigan,Montmorency,7225,Restaurants and Other Eating Places,D,D,D,23
Michigan,Muskegon,7225,Restaurants and Other Eating Places,275,90.2,9.8,248
Michigan,Newaygo,7225,Restaurants and Other Eating Places,65,90.8,9.2,59
Michigan,Oakland,7225,Restaurants and Other Eating Places,"2,761",87.9,12.1,"2,427"
Michigan,Oceana,7225,Restaurants and Other Eating Places,D,D,D,36
Michigan,Ogemaw,7225,Restaurants and Other Eating Places,D,D,D,45
Michigan,Ontonagon,7225,Restaurants and Other Eating Places,D,D,D,12
Michigan,Osceola,7225,Restaurants and Other Eating Places,32,87.5,12.5,28
Michigan,Otsego,7225,Restaurants and Other Eating Places,D,D,D,49
Michigan,Ottawa,7225,Restaurants and Other Eating Places,372,92.2,7.8,343
Michigan,Presque Isle,7225,Restaurants and Other Eating Places,26,80.8,19.2,21
Michigan,Roscommon,7225,Restaurants and Other Eating Places,D,D,D,54
Michigan,Saginaw,7225,Restaurants and Other Eating Places,303,94.4,5.6,286
Michigan,St. Clair,7225,Restaurants and Other Eating Places,233,89.3,10.7,208
Michigan,St. Joseph,7225,Restaurants and Other Eating Places,88,85.2,14.8,75
Michigan,Sanilac,7225,Restaurants and Other Eating Places,55,83.6,16.4,46
Michigan,Schoolcraft,7225,Restaurants and Other Eating Places,D,D,D,19
Michigan,Shiawassee,7225,Restaurants and Other Eating Places,97,92.8,7.2,90
Michigan,Tuscola,7225,Restaurants and Other Eating Places,49,81.6,18.4,40
Michigan,Van Buren,7225,Restaurants and Other Eating Places,111,91,9,101
Michigan,Washtenaw,7225,Restaurants and Other Eating Places,719,91.9,8.1,661
Michigan,Wayne,7225,Restaurants and Other Eating Places,"3,205",81.5,18.5,"2,611"
Michigan,Wexford,7225,Restaurants and Other Eating Places,59,89.8,10.2,53
Minnesota,Aitkin,7225,Restaurants and Other Eating Places,D,D,D,31
Minnesota,Anoka,7225,Restaurants and Other Eating Places,474,90.3,9.7,428
Minnesota,Becker,7225,Restaurants and Other Eating Places,53,86.8,13.2,46
Minnesota,Beltrami,7225,Restaurants and Other Eating Places,D,D,D,69
Minnesota,Benton,7225,Restaurants and Other Eating Places,47,85.1,14.9,40
Minnesota,Big Stone,7225,Restaurants and Other Eating Places,D,D,D,10
Minnesota,Blue Earth,7225,Restaurants and Other Eating Places,139,92.8,7.2,129
Minnesota,Brown,7225,Restaurants and Other Eating Places,45,93.3,6.7,42
Minnesota,Carlton,7225,Restaurants and Other Eating Places,S,S,S,44
Minnesota,Carver,7225,Restaurants and Other Eating Places,127,90.6,9.4,115
Minnesota,Cass,7225,Restaurants and Other Eating Places,D,D,D,53
Minnesota,Chippewa,7225,Restaurants and Other Eating Places,D,D,D,16
Minnesota,Chisago,7225,Restaurants and Other Eating Places,D,D,D,59
Minnesota,Clay,7225,Restaurants and Other Eating Places,71,90.1,9.9,64
Minnesota,Cook,7225,Restaurants and Other Eating Places,24,87.5,12.5,21
Minnesota,Crow Wing,7225,Restaurants and Other Eating Places,129,96.9,3.1,125
Minnesota,Dakota,7225,Restaurants and Other Eating Places,618,96,4,593
Minnesota,Dodge,7225,Restaurants and Other Eating Places,20,80,20,16
Minnesota,Douglas,7225,Restaurants and Other Eating Places,70,95.7,4.3,67
Minnesota,Faribault,7225,Restaurants and Other Eating Places,30,73.3,26.7,22
Minnesota,Fillmore,7225,Restaurants and Other Eating Places,48,91.7,8.3,44
Minnesota,Freeborn,7225,Restaurants and Other Eating Places,D,D,D,40
Minnesota,Goodhue,7225,Restaurants and Other Eating Places,71,93,7,66
Minnesota,Hennepin,7225,Restaurants and Other Eating Places,"2,492",93.3,6.7,"2,326"
Minnesota,Houston,7225,Restaurants and Other Eating Places,27,85.2,14.8,23
Minnesota,Hubbard,7225,Restaurants and Other Eating Places,39,84.6,15.4,33
Minnesota,Isanti,7225,Restaurants and Other Eating Places,44,93.2,6.8,41
Minnesota,Itasca,7225,Restaurants and Other Eating Places,59,86.4,13.6,51
Minnesota,Jackson,7225,Restaurants and Other Eating Places,D,D,D,16
Minnesota,Kanabec,7225,Restaurants and Other Eating Places,D,D,D,17
Minnesota,Kandiyohi,7225,Restaurants and Other Eating Places,71,94.4,5.6,67
Minnesota,Kittson,7225,Restaurants and Other Eating Places,D,D,D,8
Minnesota,Koochiching,7225,Restaurants and Other Eating Places,26,88.5,11.5,23
Minnesota,Lac qui Parle,7225,Restaurants and Other Eating Places,D,D,D,7
Minnesota,Lake,7225,Restaurants and Other Eating Places,D,D,D,29
Minnesota,Le Sueur,7225,Restaurants and Other Eating Places,35,88.6,11.4,31
Minnesota,Lincoln,7225,Restaurants and Other Eating Places,D,D,D,7
Minnesota,Lyon,7225,Restaurants and Other Eating Places,D,D,D,47
Minnesota,McLeod,7225,Restaurants and Other Eating Places,D,D,D,49
Minnesota,Mahnomen,7225,Restaurants and Other Eating Places,D,D,D,7
Minnesota,Marshall,7225,Restaurants and Other Eating Places,D,D,D,17
Minnesota,Martin,7225,Restaurants and Other Eating Places,34,85.3,14.7,29
Minnesota,Meeker,7225,Restaurants and Other Eating Places,D,D,D,23
Minnesota,Mille Lacs,7225,Restaurants and Other Eating Places,46,93.5,6.5,43
Minnesota,Morrison,7225,Restaurants and Other Eating Places,55,94.5,5.5,52
Minnesota,Mower,7225,Restaurants and Other Eating Places,D,D,D,45
Minnesota,Murray,7225,Restaurants and Other Eating Places,D,D,D,16
Minnesota,Nicollet,7225,Restaurants and Other Eating Places,D,D,D,33
Minnesota,Nobles,7225,Restaurants and Other Eating Places,34,73.5,26.5,25
Minnesota,Norman,7225,Restaurants and Other Eating Places,7,42.9,57.1,3
Minnesota,Olmsted,7225,Restaurants and Other Eating Places,258,90.7,9.3,234
Minnesota,Otter Tail,7225,Restaurants and Other Eating Places,98,84.7,15.3,83
Minnesota,Pine,7225,Restaurants and Other Eating Places,D,D,D,39
Minnesota,Polk,7225,Restaurants and Other Eating Places,48,93.8,6.3,45
Minnesota,Pope,7225,Restaurants and Other Eating Places,16,81.3,18.8,13
Minnesota,Ramsey,7225,Restaurants and Other Eating Places,976,90.8,9.2,886
Minnesota,Red Lake,7225,Restaurants and Other Eating Places,D,D,D,6
Minnesota,Redwood,7225,Restaurants and Other Eating Places,D,D,D,22
Minnesota,Renville,7225,Restaurants and Other Eating Places,D,D,D,16
Minnesota,Rice,7225,Restaurants and Other Eating Places,85,91.8,8.2,78
Minnesota,Rock,7225,Restaurants and Other Eating Places,D,D,D,13
Minnesota,Roseau,7225,Restaurants and Other Eating Places,D,D,D,22
Minnesota,St. Louis,7225,Restaurants and Other Eating Places,352,91.2,8.8,321
Minnesota,Scott,7225,Restaurants and Other Eating Places,167,95.8,4.2,160
Minnesota,Sherburne,7225,Restaurants and Other Eating Places,103,95.1,4.9,98
Minnesota,Sibley,7225,Restaurants and Other Eating Places,D,D,D,13
Minnesota,Stearns,7225,Restaurants and Other Eating Places,268,92.9,7.1,249
Minnesota,Steele,7225,Restaurants and Other Eating Places,D,D,D,60
Minnesota,Swift,7225,Restaurants and Other Eating Places,23,78.3,21.7,18
Minnesota,Todd,7225,Restaurants and Other Eating Places,28,71.4,28.6,20
Minnesota,Wabasha,7225,Restaurants and Other Eating Places,44,84.1,15.9,37
Minnesota,Wadena,7225,Restaurants and Other Eating Places,D,D,D,22
Minnesota,Waseca,7225,Restaurants and Other Eating Places,29,86.2,13.8,25
Minnesota,Washington,7225,Restaurants and Other Eating Places,385,91.2,8.8,351
Minnesota,Watonwan,7225,Restaurants and Other Eating Places,D,D,D,20
Minnesota,Wilkin,7225,Restaurants and Other Eating Places,D,D,D,5
Minnesota,Winona,7225,Restaurants and Other Eating Places,80,91.3,8.8,73
Minnesota,Wright,7225,Restaurants and Other Eating Places,168,92.9,7.1,156
Mississippi,Adams,7225,Restaurants and Other Eating Places,70,80,20,56
Mississippi,Alcorn,7225,Restaurants and Other Eating Places,78,80.8,19.2,63
Mississippi,Amite,7225,Restaurants and Other Eating Places,12,33.3,66.7,4
Mississippi,Attala,7225,Restaurants and Other Eating Places,27,77.8,22.2,21
Mississippi,Bolivar,7225,Restaurants and Other Eating Places,76,68.4,31.6,52
Mississippi,Calhoun,7225,Restaurants and Other Eating Places,20,45,55,9
Mississippi,Carroll,7225,Restaurants and Other Eating Places,7,28.6,71.4,2
Mississippi,Chickasaw,7225,Restaurants and Other Eating Places,26,61.5,38.5,16
Mississippi,Choctaw,7225,Restaurants and Other Eating Places,D,D,D,7
Mississippi,Claiborne,7225,Restaurants and Other Eating Places,11,63.6,36.4,7
Mississippi,Clarke,7225,Restaurants and Other Eating Places,18,77.8,22.2,14
Mississippi,Clay,7225,Restaurants and Other Eating Places,49,51,49,25
Mississippi,Coahoma,7225,Restaurants and Other Eating Places,39,87.2,12.8,34
Mississippi,Copiah,7225,Restaurants and Other Eating Places,43,65.1,34.9,28
Mississippi,Covington,7225,Restaurants and Other Eating Places,25,84,16,21
Mississippi,DeSoto,7225,Restaurants and Other Eating Places,335,84.5,15.5,283
Mississippi,Forrest,7225,Restaurants and Other Eating Places,194,81.4,18.6,158
Mississippi,Franklin,7225,Restaurants and Other Eating Places,D,D,D,5
Mississippi,George,7225,Restaurants and Other Eating Places,35,77.1,22.9,27
Mississippi,Greene,7225,Restaurants and Other Eating Places,9,66.7,33.3,6
Mississippi,Grenada,7225,Restaurants and Other Eating Places,51,84.3,15.7,43
Mississippi,Hancock,7225,Restaurants and Other Eating Places,91,85.7,14.3,78
Mississippi,Harrison,7225,Restaurants and Other Eating Places,481,81.9,18.1,394
Mississippi,Hinds,7225,Restaurants and Other Eating Places,476,79.6,20.4,379
Mississippi,Holmes,7225,Restaurants and Other Eating Places,21,42.9,57.1,9
Mississippi,Humphreys,7225,Restaurants and Other Eating Places,11,27.3,72.7,3
Mississippi,Itawamba,7225,Restaurants and Other Eating Places,37,75.7,24.3,28
Mississippi,Jackson,7225,Restaurants and Other Eating Places,238,81.5,18.5,194
Mississippi,Jasper,7225,Restaurants and Other Eating Places,15,46.7,53.3,7
Mississippi,Jefferson,7225,Restaurants and Other Eating Places,8,12.5,87.5,1
Mississippi,Jefferson Davis,7225,Restaurants and Other Eating Places,16,43.8,56.3,7
Mississippi,Jones,7225,Restaurants and Other Eating Places,109,84.4,15.6,92
Mississippi,Kemper,7225,Restaurants and Other Eating Places,9,66.7,33.3,6
Mississippi,Lafayette,7225,Restaurants and Other Eating Places,142,89.4,10.6,127
Mississippi,Lamar,7225,Restaurants and Other Eating Places,138,82.6,17.4,114
Mississippi,Lauderdale,7225,Restaurants and Other Eating Places,137,90.5,9.5,124
Mississippi,Lawrence,7225,Restaurants and Other Eating Places,24,33.3,66.7,8
Mississippi,Leake,7225,Restaurants and Other Eating Places,28,64.3,35.7,18
Mississippi,Lee,7225,Restaurants and Other Eating Places,213,80.8,19.2,172
Mississippi,Leflore,7225,Restaurants and Other Eating Places,58,79.3,20.7,46
Mississippi,Lincoln,7225,Restaurants and Other Eating Places,66,80.3,19.7,53
Mississippi,Lowndes,7225,Restaurants and Other Eating Places,135,77.8,22.2,105
Mississippi,Madison,7225,Restaurants and Other Eating Places,253,86.6,13.4,219
Mississippi,Marion,7225,Restaurants and Other Eating Places,45,80,20,36
Mississippi,Marshall,7225,Restaurants and Other Eating Places,35,62.9,37.1,22
Mississippi,Monroe,7225,Restaurants and Other Eating Places,60,71.7,28.3,43
Mississippi,Montgomery,7225,Restaurants and Other Eating Places,D,D,D,12
Mississippi,Neshoba,7225,Restaurants and Other Eating Places,40,87.5,12.5,35
Mississippi,Newton,7225,Restaurants and Other Eating Places,25,88,12,22
